,Unnamed: 0,Content,Label
362,1608,"Accounting for Share Capital 1 7 1.6.2 Calls in Advance Sometimes shareholders pay a part or the whole of the amount of the calls not yet made. The amount so received from the shareholders is known as “Calls in Advance"". The amount received in advance is a liability of the company and should be credited to ‘Call in Advance Account.” The amount received will be adjusted towards the payment of calls as and when they becomes due. Table F of the Companies Act provides for the payment of interest on calls in advance at a rate not exceeding 12% per annum. The following joumal entIy is recorded for the amount of calls received in advance. Bank A/c Dr. To Calls in Advance A/c (Amount received on call in advance) On the due date of the calls, the amount of ‘Calls in Advance' is adjusted by the following entry : Calls in Advance A/c Dr. To Particular Call A/c {Calls in advance adjusted with the call money due) The balance in ‘Calls in Advance' account is shown as a separate item under the title Equity and Liabilities in the company’s balance sheet under the head ‘cw'rent liabilities’, as sub-head ‘others current liabilities’. It is not added to the amount of paid—up capital. As ‘Calls in Advance' is a liability of the company, it is under obligation, if provided by the Articles, to pay interest on such amount from the date of its receipt up to the date when appropriate call is due for payment. A stipulation is generally made in the Articles regarding the rate at which interest is payable. However, if Articles are silent on this account, Table F is applicable which provides for interest on calls in advance at a rate not exceeding 12% per annum. The accounting treatment of interest on Calls in Advance is as follows: 1. For Payment of Interest Interest on Calls in Advance A/c Dr. To Bank A/c (Interest paid on Calls in Advance) Or 2. (a) For Interest due Interest on Calls in Advance A/c Dr. To Sundry Shareholder’s A/c [Interest paid on Calls in Advance) 2. (b) For Interest Paid Sundry Shareholder’s A/c Dr. To Bank A/c",3
363,1712,"2 6 Accountancy : Company Accounts and Analysis of Financial Statements Solution Books of Janta Papers Limited Journal First Alternative January 0 1 Bank A/c Dr. 20,00,000 To Equity Share Application A/c 20,00,000 (Money received on applications for 4,00,000 shares @ Rs. 5 per share) Equity Share Application A/c . 20,00,000 To Equity Share Capital A/c 5,00,000 To Bank A/c 15,00,000 (Transfer of application money on 1,00,000 shares to share capital and money refunded on rejected applications) Equity Share Alloiinent A/c Dr. 7,50,000 To Equity Share Capital A/c 7,50,000 (Amount due on the allotment of 1,00,000 shares @ Rs 7.50 per share) Bank A/c . 7.50.000 To Equity Share Alloiinent A/c 7,50,000 (Allotment money received) Equity Share First Call A/c Dr. 750,000 To Equity Share Capital A/c 7,50,000 (First call money due on 1,00,000 shares @ Rs. 7.50 per share) Bank A/c . To Equity Share First Call A/c 7,50,000 (First call money received) Equity Share Second and Final Call A/c Dr. 5,00,000 To Equity Share Capital A/c 5.00.000 (Final Call money due on 1,00,000 shares @ Rs. 5 per share) Bank A/c Dr. 5.00.000 To Equity Share Second and Final Call A/ 5,00,000 (Final call money received)",3
364,26,"124 PHYSICS external force Fdoes work + kxf / 2. If the block is moved from an initial displacement xi to a final displacement xf , the work done by the spring force W5 is k X? k X? (6.17) 2 2 WS=—){jkxdx 2 Thus the work done by the spring force depends only on the end points. Specifically, if the block is pulled from xi and allowed to return to xi ; = (6.18) The work done by the spring force in a cyclic process is zero. We have explicitly demonstrated that the spring force (i) is position dependent only as first stated by Hooke, (FS = — kx); (ii) does work which only depends on the initial and final positions, e.g. Eq. (6.17). Thus, the spring force is a conservative force. We deﬁne the potential energy V(x) of the spring to be zero when block and spring system is in the equilibrium position. For an extension (or compression) x the above analysis suggests that 2 V(x) = I“? (6.19) You may easily verify that — dV/dx = — kx, the spring force. If the block of mass m in Fig. 6.7 is extended to xm and released from rest, then its total mechanical energy at any arbitrary point x, where xlies between —xm and + xm will be given by 1k xr2n=lk x2+lm v2 2 2 2 where we have invoked the conservation of mechanical energy. This suggests that the speed and the kinetic energy will be maximum at the equilibrium position, x = 0, i.e., 1 1 Em v3. = 5k x31 where um is the maximum speed. k or Um: — Xm m Note that k/ m has the dimensions of [T2] and our equation is dimensionally correct. The kinetic energy gets converted to potential energy 2019-20 and vice versa, however, the total mechanical energy remains constant. This is graphically depicted in Fig. 6.8. ""(m Fig. 6.8 Parabolic plots of the potential energy Vand kinetic energy K of a block attached to a spring obeying Hooke’s law. The two plots are complementary, one decreasing as the other increases. The total mechanical energy E = K + V remains constant. p Erample 6.8 To simulate car accidents. auto manufacturers study the collisions ofmoving cars with mounted springs of different spring constants. Consider a typical simulation with a car of mass 1000 kg moving with a speed 18.0 km/ h on a smooth road and colliding with a horizontally mounted spring of spring constant 6.25 X 103 N mt‘. What is the maximum compression of the spring ? Answer At maximum compression the kinetic energy of the car is converted entirely into the potential energy of the spring. The kinetic energy of the moving car is K = 1.25 X 104J where we have converted 18 Ian h’1 to 5 m s“1 [It is useful to remember that 36 km h""1 = 10 m s‘1]. At maximum compression xm, the potential energy V of the spring is equal to the kinetic energy K of the moving car from the principle of conservation of mechanical energy.",0
365,769,"PLANT GROWTH AND DEVELOPMENT Similarly, there are a number of events in the life of a plant where more than one PGR interact to affect that event, e. g., dormancy in seeds / buds, abscission, senescence, apical dominance, etc. Remember, the role of PGR is of only one kind of intrinsic control. Along with genomic control and extrinsic factors, they play an important role in plant growth and development. Many of the extrinsic factors such as temperature and light, control plant growth and development via PGR. Some of such events could be: vernalisation, ﬂowering, dormancy, seed germination, plant movements, etc. We shall discuss brieﬂy the role of light and temperature (both of them, the extrinsic factors) on initiation of ﬂowering. 15.5 PHOTOPERIODISM It has been observed that some plants require a periodic exposure to light to induce ﬂowering. It is also seen that such plants are able to measure the duration of exposure to light. For example, some plants require the exposure to light for a period exceeding a well deﬁned critical duration, while others must be exposed to light for a period less than this critical duration before the ﬂowering is initiated in them. The former group of plants are called long day plants while the latter ones are termed short day plants. The critical duration is different for different plants. There are many plants, however, where there is no such correlation between exposure to light duration and induction of ﬂowering response; such plants are called day-neutral plants (Figure 15.12). It is now also Above Above No Flowering _ . —Cnucal Flowering Critical Inhom- period photo- period Below No Flowering Below Long day plant Short day plant Figure 15.12 Photoperiodism : Long day, short day and day neutral plants Day neutral plant 251",1
366,842,"\l/ HUMAN HEALTH AND DISEASE (\ poppy plant Papaver somniferum (Figure 8.8). Generally taken by snorting and injection, heroin is a depressant and slows down body functions. Cannabinoids are a group of chemicals (Figure 8.9), which interact with cannabinoid receptors present principally in the brain. Natural cannabinoids are obtained from the inﬂorescences of the plant Cannabis sativa (Figure 8.10). The ﬂower tops, leaves and the resin of cannabis plant are used in various combinations to produce marijuana, hashish, charas and ganja. Generally taken by inhalation and oral ingestion, these are known for their effects on cardiovascular system of the body. OH \ O H Figure 8.9 Skeletal structure of Figure 8.10 Leaves of Cannabis sativa cannabinoid molecule Coca alkaloid or cocaine is obtained from coca plant Erythroxylum coca, native to South America. It interferes with the transport of the neuro—transmitter dopamine. Cocaine, commonly called coke or crack is usually snorted. It has a potent stimulating action on central nervous system, producing a sense of euphoria and increased energy. Excessive dosage of cocaine causes hallucinations. Other well-known plants with hallucinogenic properties are Atropa belladona and Datura (Figure 8. 1 1). These days cannabinoids are also being abused by some sportspersons. Drugs like barbiturates, amphetamines, benzodiazepines, and other similar drugs, that are normally used as medicines to help patients cope with Figure 8. 1 1 Flowering branch of Datura mental illnesses like depression and insomnia, are often abused. Morphine is a very effective sedative and painkiller, and is very useful _ in patients who have undergone surgery. Several plants, fruits and seeds having hallucinogenic properties have been used for hundreds of years in — folk-medicine, religious ceremonies and rituals all over the globe. When these are taken for a purpose other than medicinal use or in amounts / frequency that impairs one’s physical, physiological or psychological functions, it constitutes drug abuse. 2019—2020",1
367,1555,"Recording of Transactions — II 139 Sales Book (Anal tical) ( 37 2017 3620 M/s Rahul Bros., Delhi - 25 Shirt @ 3 300 Per Shirts 7 500 07g 20 Pants @ 3 700 Per Pant 14 000 21, 500 Less : Trade Discount @ 8% 19, 780 Add : IGST @ 5% 1,0 626 10,120 253 253 Aug. 3621 M/s Kishan Traders, Jaipur 18 10 Jackets @ 3 900 Per -, 000 5 Plain Shirt @ 3 700 Per Pant 2,000 00011, Less : Trade Discount @ 8% 880 10,120 Add 2 CGST @ 2.5% 253 20,769 19, 780 CGST @ 2.5% —-—53m --98 Sales Return Book Date Credit Name of Supplier L.F. Detail Total Sales CGST SGST IGST NoteNo. (3) ‘etum 201 612 M/s Rahul Bros., Delhi Aug. 05 Shirt @ 3 300 each 1 500 10 Less: Trade Discount @ 8% 120 1, .80 Add : CGST @ 9% 1,449 1,380HEM Aug. 31 1,449 1380:“ 4.6 Journal Proper A book maintained to record transactions, which do not find place in special journals, is known as Journal Proper or Journal Residual. Following transactions are recorded in this journal: 1. Opening Entry: In order to open new set of books in the beginning of new accounting year and record therein opening balances of assets, liabilities and capital, the opening entry is made in the journal. 2. Adjustment Entries: In order to update ledger account on accrual basis, such entries are made at the end of the accounting period. Such as Rent outstanding, Prepaid insurance, Depreciation and Commission received in advance. 2019-2020",3
368,386,"WORK. ENERGY AND POWER 139 — Show that the two—body decay of this type must necessarily give an electron of fixed energy and, therefore, cannot account for the observed continuous energy distribution in the B—decay of a neutron or a nucleus (Fig. 6.19]. No. of [3 particles per unit energy interval Kinetic energy of B—particle emitted Fig. 6.1 9 [Note: The simple result of this exercise was one among the several arguments advanced by W. Pauli to predict the existence of a third particle in the decay products of ﬁ—decay. This particle is known as neutrino. We now know that it is a particle of intrinsic spin 1/2 (like 6, p or n}, but is neutral, and either massless or having an extremely small mass [compared to the mass of electron] and which interacts very weakly with matter. The correct decay process of neutron is : n -9 p + e’+ v ] 2019-20",0
369,367,"WAVES 389 12. 13. 14. 15. 16. 17. When two or more waves traverse simultaneously in the same medium, the displacement of any element of the medium is the algebraic sum of the displacements due to each wave. This is known as the principle of superposition of waves y=ifi(x — vt) Two sinusoidal waves on the same string exhibit interference, adding or cancelling according to the principle of superposition. If the two are travelling in the same direction and have the same amplitude a and frequency but differ in phase by a phase constant (1), the result is a single wave with the same frequency (0: _ 1 . 1 le, t) - [Zacosiqb] sm(kx—wt +E¢j If (1) = 0 or an integral multiple of 271', the waves are exactly in phase and the interference is constructive; if q) = 7:, they are exactly out of phase and the interference is destructive. A travelling wave, at a rigid boundary or a closed end, is reﬂected with a phase reversal but the reﬂection at an open boundary takes place without any phase change. For an incident wave yi[x, t) = asin [kx— cot] the reﬂected wave at a rigid boundary is y,(X. t] = — asin [kx+ cot) For reﬂection at an open boundary yr(x,t) = asin (kx+ cat) The interference of two identical waves moving in opposite directions produces standing waves. For a string with fixed ends, the standing wave is given by y[x, t) = [2a sin kx] cos cot Standing waves are characterised by fixed locations of zero displacement called nodes and fixed locations of maximum displacements called antinodes. The separation between two consecutive nodes or antinodes is M 2. A stretched string of length L fixed at both the ends vibrates with frequencies given by n v 2 L ’ The set of frequencies given by the above relation are called the normal modes of osciﬂation of the system. The oscillation mode with lowest frequency is called the fundamental mode or the ﬁrst hamonic. The second hamonic is the oscillation mode with n=2andso on. v : n=1,2,3,... A pipe of length L with one end closed and other end open (such as air columns) vibrates with frequencies given by v =(n+1/2) % n=0, 1,2,3, The set of frequencies represented by the above relation are the nomial modes of oscillation of such a system. The lowest frequency given by v/ 4L is the fundamental mode or the first harmonic. A string of length L fixed at both ends or an air column closed at one end and open at the other end or open at both the ends, vibrates with certain frequencies called their normal modes. Each of these frequencies is a resonant frequency of the system. Beats arise when two waves having slightly different frequencies, v1 and v2 and comparable amplitudes, are superposed. The beat frequency is V beat_ V1 N V2 2019-20",0
370,1510,"Recording of Transactions — II 151 Nutan Account Dr. Cr. 2017 2017 Apr. 23 Sales 1, 200 Apr. 30 Balance 0/ d 1 —2,00 1, 200 1 —2—0—0 Discount Received Account Dr. Cr. ? . Burari Ltd 320 . Kochhar 1, —280 1, —6—00 Test Your Understanding - II 1. Fill in the Correct Words : (a) Cash book is a ......... journal. (b) In Journal proper, only ......... discount is recorded. (c) Return of goods purchased on credit to the suppliers will be entered in ...... Journal. (d) Assets sold on credit are entered in ......... (e) Double column cash book records transaction relating to ......... and ......... (1] Total of the debit side of cash book is ......... than the credit side. [g] Cash book does not record the ......... transactions. (h) In double column cash book ......... transactions are also recorded. (i) Credit balance shown by a bank column in cash book is ......... (j) The amount paid to the petty cashier at the beginning of a period is known as ......... amount. (k) In purchase book goods purchased on ......... are recorded. 2. State whether the following statements are True or False : (a) Journal is a book of secondary entry. (b) One debit account and more than one credit account in a entry is called compound entry. (c) Assets sold on credit are entered in sales journal. (d) Cash and credit purchases are entered in purchaseonurnal. (e) Cash sales are entered in sales journal. (1') Cash book records transactions relating to receipts and payments. (g) Ledger is a subsidiary book. (h) Petty cash book is a book having record of big payments. 2019-2020",3
371,499,"CHAPTER EIGHT | I 0860-108 8.1 8.2 8.3 8.4 8.5 8.6 Introduction Kepler's laws Universal law of gravitation The gravitational constant Acceleration clue to gravity of the earth Acceleration clue to gravity below and above the surface of earth Gravitational potential energy Escape speed Earth satellites Energy of an orbiting satellite Geostationary and polar satellites Weightlessness Summary Points to ponder Exercises Additional exercises GRAVITATION 8. 1 INTRODUCTION Early in our lives, we become aware of the tendency of all material objects to be attracted towards the earth. Anything thrown up falls down towards the earth, going uphill is lot more tiring than going downhill, raindrops from the clouds above fall towards the earth and there are many other such phenomena. Historically it was the Italian Physicist Galileo (1564- l 642) who recognised the fact that all bodies, irrespective of their masses, are accelerated towards the earth with a constant acceleration. It is said that he made a public demonstration of this fact. To find the truth, he certainly did experiments with bodies rolling down inclined planes and arrived at a value of the acceleration due to gravity which is close to the more accurate value obtained later. A seemingly unrelated phenomenon, observation of stars, planets and their motion has been the subject of attention in many countries since the earliest of times. Observations since early times recognised stars which appeared in the sky with positions unchanged year after year. The more interesting objects are the planets which seem to have regular motions against the background of stars. The earliest recorded model for planetary motions proposed by Ptolemy about 2000 years ago was a ‘geocentric’ model in which all celestial objects, stars, the sun and the planets, all revolved around the earth. The only motion that was thought to be possible for celestial objects was motion in a circle. Complicated schemes of motion were put forward by Ptolemy in order to describe the observed motion of the planets. The planets were described as moving in circles with the centre of the circles themselves moving in larger circles. Similar theories were also advanced by Indian astronomers some 400 years later. However a more elegant model in which the Sun was the centre around which the planets revolved — the ‘heliocentric’ model — was already mentioned by Aryabhatta (5th century AD.) in his treatise. A thousand years later, a Polish monk named Nicolas 2019-20",0
372,1161,"Normal Hb (A) gene BIOLOGY the gene has a 50 per cent chance of being colour blind. The mother is not herself colour blind because the gene is recessive. That means that its effect is suppressed by her matching dominant normal gene. A daughter will not normally be colour blind, unless her mother is a carrier and her father is colour blind. Haemophilia : This sex linked recessive disease, which shows its transmission from unaffected carrier female to some of the male progeny has been widely studied. In this disease, a single protein that is a part of the cascade of proteins involved in the clotting of blood is affected. Due to this, in an affected individual a simple cut will result in non-stop bleeding. The heterozygous female (carrier) for haemophilia may transmit the disease to sons. The possibility of a female becoming a haemophilic is extremely rare because mother of such a female has to be at least carrier and the father should be haemophilic (unviable in the later stage of life). The family pedigree of Queen Victoria shows a number of haemophilic descendents as she was a carrier of the disease. Sickle-cell anaemia : This is an autosome linked recessive trait that can be transmitted from parents to the offspring when both the partners are carrier for the gene (or heterozygous). The disease is controlled by a single pair of allele, HbA and HbS. Out of the three possible genotypes only homozygous individuals for HbS (HbsHbS) show the diseased phenotype. Heterozygous (HbAHbS) individuals appear apparently unaffected but they are carrier of the disease as there is 50 per cent probability of transmission of the mutant gene to the progeny, thus exhibiting sickle-cell trait (Figure 5.15). The defect is caused by the substitution of Glutamic acid ---GTG--- ""GAG'"" .. ---CAC--- --CTC ‘ Sickle-cell Hb(S) gene 34567 234567 HbA peptide HbS peptide Figure 5.15 Micrograph of the red blood cells and the amino acid composition of the relevant portion of [3-chain of haemoglobin: (a) From a normal individual; (b) From an individual with sickle-cell anaemia 2019-2020",1
373,1066,"ORGANISMS AND POPULATIONS distribution. The proportion of different age groups of males and females in a population is often presented graphically as age pyramid; its shape indicates whether a population is stationary, growing or declining. Ecological effects of any factors on a population are generally reﬂected in its size (population density), which may be expressed in different ways (numbers, biomass, per cent cover, etc.,) depending on the species. Populations grow through births and immigration and decline through deaths and emigration. When resources are unlimited, the growth is usually exponential but when resources become progressively limiting, the growth pattern turns logistic. In either case, growth is ultimately limited by the carrying capacity of the environment. The intrinsic rate of natural increase (r) is a measure of the inherent potential of a population to grow. In nature populations of different species in a habitat do not live in isolation but interact in many ways. Depending on the outcome, these interactions between two species are classified as competition (both species suffer), predation and parasitism (one beneﬁts and the other suffers), commensalism (one benefits and the other is unaffected), amensalism (one is harmed, other unaffected) and mutualism (both species benefit). Predation is a very important process through which trophic energy transfer is facilitated and some predators help in controlling their prey populations. Plants have evolved diverse morphological and chemical defenses against herbivory. In competition, it is presumed that the superior competitor eliminates the inferior one (the Competitive Exclusion Principle), but many closely related species have evolved various mechanisms which facilitate their co-existence. Some of the most fascinating cases of mutualism in nature are seen in plant-pollinator interactions. EXERCISES 1. How is diapause different from hibernation? 2. If a marine ﬁsh is placed in a fresh water aquarium, will the fish be able to survive? Why or why not? 3. Most living organisms cannot survive at temperature above 45°C. How are some microbes able to live in habitats with temperatures exceeding 2 39 I 00°C? 4. List the attributes that populations possess but not individuals. — 5. If a population growing exponentially double in size in 3 years, what is the intrinsic rate of increase (r) of the population? 6. Name important defence mechanisms in plants against herbivory. 2019—2020",1
374,1380,"BIOLOGICAL CLASSIFICATION 2.4 KINGDOM PLANTAE Kingdom Plantae includes all eukaryotic chlorophyll-containing organisms commonly called plants. A few members are partially heterotrophic such as the insectivorous plants or parasites. Bladderwort and Venus ﬂy trap are examples of insectivorous plants and Cuscuta is a parasite. The plant cells have an eukaryotic structure with prominent chloroplasts and cell wall mainly made of cellulose. You will study the eukaryotic cell structure in detail in Chapter 8. Plantae includes algae, bryophytes, pteridophytes, gymnosperms and angiosperms. Life cycle of plants has two distinct phases — the diploid sporophytic and the haploid gametophytic — that alternate with each other. The lengths of the haploid and diploid phases, and whether these phases are free— living or dependent on others, vary among different groups in plants. This phenomenon is called alternation of generation. You will study further details of this kingdom in Chapter 3. 2.5 KINGDOM ANIMALIA This kingdom is characterised by heterotrophic eukaryotic organisms that are multicellular and their cells lack cell walls. They directly or indirectly depend on plants for food. They digest their food in an internal cavity and store food reserves as glycogen or fat. Their mode of nutrition is holozoic — by ingestion of food. They follow a deﬁnite grth pattern and grow into adults that have a deﬁnite shape and size. Higher forms show elaborate sensory and neuromotor mechanism. Most of them are capable of locomotion. The sexual reproduction is by copulation of male and female followed by embryological development. Salient features of various phyla are described in Chapter 4. 2.6 VIRUSES, VIROIDS, PRIONs AND LICHENS In the ﬁve kingdom classiﬁcation of Whittaker there is no mention of lichens and some acellular organisms like viruses, viroids and prions. These are brieﬂy introduced here. All of us who have suffered the ill effects of common cold or ‘ﬂu’ know what effects viruses can have on us, even if we do not associate it with our condition. Viruses did not ﬁnd a place in classiﬁcation since they are not considered truly ‘living’, if we understand lian as those organisms that have a cell structure. The viruses are non-cellular organisms that are characterised by having an inert crystalline structure outside the lian cell. 25",1
375,226,"238 PHYSICS is known as hydraulic stress and in magnitude is equal to the hydraulic pressure (applied force per unit area). The strain produced by a hydraulic pressure is called volume strain and is defined as the ratio of change in volume (AV) to the original volume (V). A_V V Since the strain is a ratio of change in dimension to the original dimension, it has no units or dimensional formula. Volume strain = (9.5) 9.4 HOOKE'S LAW Stress and strain take different forms in the situations depicted in the Fig. (9.2). For small deformations the stress and strain are proportional to each other. This is known as Hooke’s law. Thus, stress o< strain stress = k x strain (9.6) where k is the proportionality constant and is known as modulus of elasticity. Hooke’s law is an empirical law and is found to be valid for most materials. However, there are some materials which do not exhibit this linear relationship. 9.5 STRESS-STRAIN CURVE The relation between the stress and the strain for a given material under tensile stress can be found experimentally. In a standard test of tensile properties, a test cylinder or a wire is stretched by an applied force. The fractional change in length (the strain) and the applied force needed to cause the strain are recorded. The applied force is gradually increased in steps and the change in length is noted. A graph is plotted between the stress (which is equal in magnitude to the applied force per unit area) and the strain produced. A typical graph for a metal is shown in Fig. 9.3. Analogous graphs for compression and shear stress may also be obtained. The stress-strain curves vary from material to material. These curves help us to understand how a given material deforms with increasing loads. From the graph, we can see that in the region between 0 to A, the curve is linear. In this region, Hooke’s law is obeyed. 2019-20 The body regains its original dimensions when the applied force is removed. In this region, the solid behaves as an elastic body. Fracture B I point A I I I I I I I I I I I I I I I A[fl/Permanent set . 30% <1% Straln —> Fig. 9.3 A typical stress—strain curve for a metal. In the region from A to B, stress and strain are not proportional. Nevertheless, the body still returns to its original dimension when the load is removed. The point B in the curve is known as yield point (also known as elastic limit) and the corresponding stress is known as yield strength (0y) of the material. If the load is increased further, the stress developed exceeds the yield strength and strain increases rapidly even for a small change in the stress. The portion of the curve between B and D shows this. When the load is removed, say at some point C between B and D, the body does not regain its original dimension. In this case, even when the stress is zero, the strain is not zero. The material is said to have a permanent set. The deformation is said to be plastic deformation. The point D on the graph is the ultimate tensile strength (on) of the material. Beyond this point, additional strain is produced even by a reduced applied force and fracture occurs at point E. If the ultimate strength and fracture points D and E are close, the material is said to be brittle. If they are far apart, the material is said to be ductile. As stated earlier, the stress-strain behaviour varies from material to material. For example, rubber can be pulled to several times its original length and still returns to its original shape. Fig. 9.4 shows stress-strain curve for the elastic tissue of aorta, present in the heart. Note that although elastic region is very large, the material",0
376,1323,"BIOLOGY Electrodes To vacuum 4— II Spark discharge —> Water out Condenser 4—Water in Water droplets Water containing Boiling water organic compounds Liquid water in trap Figure 7.1 Diagrammatic representation of Miller’s experiment Polysaccharides, etc.). These capsules reproduced their molecules perhaps. The ﬁrst cellular form of life did not possibly originate till about 2000 million years ago. These were probably single-cells. All life forms were in water environment only. This version of a biogenesis, i.e., the ﬁrst form of life arose slowly through evolutionary forces from non-living molecules is accepted by majority. However, once formed, how the ﬁrst cellular forms of life could have evolved into the complex biodiversity of today is the fascinating story that will be discussed below. 7.2 EVOLUTION OF LIFE FORMS - A THEORY Conventional religious literature tells us about the theory of special creation. This theory has three connotations. One, that all living organisms (species or types) that we see today were created as such. Two, that the diversity was always the same since creation and will be the same in future also. Three, that earth is about 4000 years Old. All these ideas were strongly challenged during the nineteenth century. Based on Observations made during a sea voyage in a sail ship called H.M.S. Beagle round the world, Charles Darwin concluded that existing living forms share similarities to varying degrees not only among themselves but also with life forms that existed millions of years ago. Many such life forms do not exist any more. There had been extinctions Of different life forms in the years gone by j ust as new forms of life arose at different periods of history of earth. There has been gradual evolution of life forms. Any population 2019—2020",1
377,1315,"26 BIOIJOGY Head Collar Sheath Tail fibres (b) Figure 2.6 (a) Tobacco Mosaic Virus (TMV) (b) Bacteriophage Once they infect a cell they take over the machinery of the host cell to replicate themselves, killing the host. Would you call viruses living or non-living? The name virus that means venom or poisonous ﬂuid was given by Dmitri Ivanowsky (1892) recognised certain microbes as causal organism of the mosaic disease of tobacco (Figure 2.6a). These were found to be smaller than bacteria because they passed through bacteria-proof ﬁlters. M.W. Beijerinek (1898) demonstrated that the extract of the infected plants of tobacco could cause infection in healthy plants and called the ﬂuid as Contagium vivumﬂuidum (infectious living ﬂuid). W.M. Stanley (1935) showed that Viruses could be crystallised and crystals consist largely of proteins. They are inert outside their speciﬁc host cell. Viruses are obligate parasites. In addition to proteins, viruses also contain genetic material, that could be either RNA or DNA. No virus contains both RNA and DNA. A virus is a nucleoprotein and the genetic material is infectious. In general, viruses that infect plants have single stranded RNA and viruses that infect animals have either single or double stranded RNA or double stranded DNA. Bacterial viruses or bacteriophages (viruses that infect the bacteria) are usually double stranded DNA viruses (Figure 2.6b). The protein coat called capsid made of small subunits called capsomeres, protects the nucleic acid. These capsomeres are arranged in helical or polyhedral geometric forms. Viruses cause diseases like mumps, small pox, herpes and inﬂuenza. AIDS in humans is also caused by a virus. In plants, the symptoms can be mosaic formation, leaf rolling and curling, yellowing and vein clearing, dwarﬂng and stunted growth. 201 9-2020",1
378,1696,"Trial Balance and Rectiﬁcation of Errors | l I 100406 6 LEARNING OBJECTIVES After studying tfu's chapter, you will be able to : state the meaning of trial balance; enumerate ﬂieoljectives of preparing trial balance ; prepare trial balance; explain the types of errors; state various process of locating errors ; identify the errors which affect the agreement of trial balance and those which do not aﬁect the agreement of trial balance; rectify the errors without preparing suspense account; and rectify the errors with suspense account. n the earlier Chapters, you have learnt about the basic principles of accounting that for every debit there will be an equal credit. It implies that if the sum of all debits equals the sum of all credits, it is presumed that the posting to the ledger in terms of debit and credit amounts is accurate. The trial balance is a tool for verifying the correctness of debit and credit amounts. It is an arithmetical check under the double entry system which veriﬁes that both aspects of every transaction have been recorded accurately. This chapter explains the meaning and process of preparation of trial balance and the types of errors and their rectification. 6.1 Meaning of Trial Balance A trial balance is a statement showing the balances, or total of debits and credits, of all the accounts in the ledger with a view to verify the arithmatical accuracy of posting into the ledger accounts. Trial balance is an important statement in the accounting process as it shows the final position of all accounts and helps in preparing the final statements. The task of preparing the statements is simplified because the accountant can take the balances of all accounts from the trial balance instead of going through the whole ledger. It may be noted that the trial balance is usually prepared with the balances of accounts. 2019-2020",3
379,315,"l Physics T Stopping potential (Vol Metal A Frequency of incident radiation (v)—> Fig. 1 1.4 that the stopping potentials are in the order V03 > V02 > V01 if the frequencies are in the order v3 > v2 > v1 . This implies that greater the frequency of incident light, greater is the maximum kinetic energy of the photoelectrons. Consequently, we need greater retarding potential to stop them completely. If we plot a graph between the frequency of incident radiation and the corresponding stopping potential for different metals we get a straight line, as shown in Fig. 1 1.5. FIGURE 11.5 Variation of stopping potential V0 Th6 graph ShOWS that with frequency v of incident radiation for a (i) the stopping potential V0 varies linearlywith 392 given photosensitive material. the frequency of incident radiation for a given photosensitive material. (ii) there exists a certain minimum cut-off frequency v0 for which the stopping potential is zero. These observations have two implications: (i) The maximum kinetic energy of the photoelectrons varies linearly with the frequency of incident radiation, but is independent of its intensity. (ii) For a frequency v of incident radiation, lower than the cut-off frequency v0, no photoelectric emission is possible even if the intensity is large. This minimum, cut-off frequency v0, is called the threshold frequency. It is different for different metals. Different photosensitive materials respond diiferently to light. Selenium is more sensitive than zinc or copper. The same photosensitive substance gives different response to light of different wavelengths. For example, ultraviolet light gives rise to photoelectric effect in copper while green or red light does not. Note that in all the above experiments, it is found that, if frequency of the incident radiation exceeds the threshold frequency, the photoelectric emission starts instantaneously without any apparent time lag, even if the incident radiation is very dim. It is now known that emission starts in a time of the order of 10‘9 s or less. We now summarise the experimental features and observations described in this section. (i) For a given photosensitive material and frequency of incident radiation (above the threshold frequency), the photoelectric current is directly proportional to the intensity of incident light (Fig. 1 1.2). (ii) For a given photosensitive material and frequency of incident radiation, saturation current is found to be proportional to the intensity of incident radiation whereas the stopping potential is independent of its intensity (Fig. 1 1.3). (iii) For a given photosensitive material, there exists a certain minimum cut-off frequency of the incident radiation, called the threshold frequency, below which no emission of photoelectrons takes place, no matter how intense the incident light is. Above the threshold frequency, the stopping potential or equivalently the maximum kinetic 2019-20",0
380,858,"HUMAN REPRODUCTION Rectum Labium minora Labium majora Vaginal oriﬁce Figure 3.3 (a) Diagrammatic sectional view of female pelvis showing reproductive system The oviducts (fallopian tubes), uterus and vagina constitute the female accessory ducts. Each fallopian tube is about 10- 12 cm long and extends from the periphery of each ovary to the uterus (Figure 3.3b), the part closer to the ovary is the funnel-shaped infundibulum. The edges of the infundibulum possess ﬁnger-er projections called ﬁmbriae, which help in collection of the ovum after ovulation. The infundibulum leads to a Wider Uterine fundus Uterine cavity Isthmus ‘ 9.» ‘ WM Fallopian x *w e“ Am 11 , ’m p“ a tube ' . “ \Infundibulum Endometn'um Ovaly M . yometrlum Fimbriae Perimetrium Cervix , _ Cervical canal Vagina Figure 3.3 (b) Diagrammatic sectional View of the female reproductive system 2019—2020",1
